Notebook,Vessel,Temperature,Treatment,Plate,Row,Column,Electrophile,Electrophile SMILES,Electrophile Conc (M),Nucleophile,Nucleophile SMILES,Nucleophile Conc (M),Product,Product SMILES,Catalyst1,Catalyst1 SMILES,Catalyst1 Conc (M),Ligand1,Ligand1 SMILES,Ligand1 Conc (M),Ligand2,Ligand2 SMILES,Ligand2 Conc (M),Catalyst2,Catalyst2 SMILES,Catalyst2 Conc (M),BaseAcid,BaseAcid SMILES,BaseAcid Conc (M),ReductantOxidant,ReductantOxidant SMILES,ReductantOxidant Conc (M),Additive,Additive SMILES,Additive Conc (M),Solvent1,Solvent1 percentage,Solvent2,Solvent2 percentage,Analytical Method,Output Value
exploratory_ester_ultraHTE,1536,25,,1536,A,20,ampicillin na salt,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],0.1,8-N-quinoline,FB(F)F.N#[N+]C1=C2N=CC=CC2=CC=C1.[F-],0.1,A20,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)[O-]c1cccc2cccnc12,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,,1536,A,21,n-boc-l-leucine,CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C,0.1,8-N-quinoline,FB(F)F.N#[N+]C1=C2N=CC=CC2=CC=C1.[F-],0.1,A21,CC(C)CC(NC(=O)OC(C)(C)C)C(=O)Oc1cccc2cccnc12,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.232916275
exploratory_ester_ultraHTE,1536,25,,1536,A,22,(s)-(+)-ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.1,8-N-quinoline,FB(F)F.N#[N+]C1=C2N=CC=CC2=CC=C1.[F-],0.1,A22,CC(C(=O)Oc1cccc2cccnc12)c1cccc(C(=O)c2ccccc2)c1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,1.022848834
exploratory_ester_ultraHTE,1536,25,,1536,A,23,o-toulic acid,CC1=CC=CC=C1C(=O)O,0.1,8-N-quinoline,FB(F)F.N#[N+]C1=C2N=CC=CC2=CC=C1.[F-],0.1,A23,Cc1ccccc1C(=O)Oc1cccc2cccnc12,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.58226063
exploratory_ester_ultraHTE,1536,25,,1536,A,24,"3,4-(methlenedioxy)phenyl acetic acid",C1OC2=C(O1)C=C(C=C2)CC(=O)O,0.1,8-N-quinoline,FB(F)F.N#[N+]C1=C2N=CC=CC2=CC=C1.[F-],0.1,A24,O=C(Cc1ccc2c(c1)OCO2)Oc1cccc2cccnc12,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.851494671
exploratory_ester_ultraHTE,1536,25,,1536,A,25,Fmoc-Pro-OH,C1CC(N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,0.1,"3,5-diCl",FB(F)F.ClC1=CC(Cl)=CC([N+]#N)=C1.[F-],0.1,A25,O=C(Oc1cc(Cl)cc(Cl)c1)C1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,,1536,A,26,ampicillin na salt,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],0.1,"3,5-diCl",FB(F)F.ClC1=CC(Cl)=CC([N+]#N)=C1.[F-],0.1,A26,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)[O-]c1cc(Cl)cc(Cl)c1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,,1536,A,27,n-boc-l-leucine,CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C,0.1,"3,5-diCl",FB(F)F.ClC1=CC(Cl)=CC([N+]#N)=C1.[F-],0.1,A27,CC(C)CC(NC(=O)OC(C)(C)C)C(=O)Oc1cc(Cl)cc(Cl)c1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,,1536,A,28,(s)-(+)-ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.1,"3,5-diCl",FB(F)F.ClC1=CC(Cl)=CC([N+]#N)=C1.[F-],0.1,A28,CC(C(=O)Oc1cc(Cl)cc(Cl)c1)c1cccc(C(=O)c2ccccc2)c1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,,1536,A,29,o-toulic acid,CC1=CC=CC=C1C(=O)O,0.1,"3,5-diCl",FB(F)F.ClC1=CC(Cl)=CC([N+]#N)=C1.[F-],0.1,A29,Cc1ccccc1C(=O)Oc1cc(Cl)cc(Cl)c1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,,1536,A,30,"3,4-(methlenedioxy)phenyl acetic acid",C1OC2=C(O1)C=C(C=C2)CC(=O)O,0.1,"3,5-diCl",FB(F)F.ClC1=CC(Cl)=CC([N+]#N)=C1.[F-],0.1,A30,O=C(Cc1ccc2c(c1)OCO2)Oc1cc(Cl)cc(Cl)c1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.153521615
exploratory_ester_ultraHTE,1536,25,,1536,A,31,Fmoc-Pro-OH,C1CC(N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,0.1,sulfadoxin,COC1=NC=NC(NS(=O)(C2=CC=C(C=C2)[N+]#N)=O)=C1OC.FB(F)F.[F-],0.1,A31,COc1ncnc(NS(=O)(=O)c2ccc(OC(=O)C3CCCN3C(=O)OCC3c4ccccc4-c4ccccc43)cc2)c1OC,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.270921615
exploratory_ester_ultraHTE,1536,25,,1536,A,32,ampicillin na salt,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],0.1,sulfadoxin,COC1=NC=NC(NS(=O)(C2=CC=C(C=C2)[N+]#N)=O)=C1OC.FB(F)F.[F-],0.1,A32,COc1ncnc(NS(=O)(=O)c2ccc([O-]C(=O)C3N4C(=O)C(NC(=O)C(N)c5ccccc5)C4SC3(C)C)cc2)c1OC,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,,1536,A,33,n-boc-l-leucine,CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C,0.1,sulfadoxin,COC1=NC=NC(NS(=O)(C2=CC=C(C=C2)[N+]#N)=O)=C1OC.FB(F)F.[F-],0.1,A33,COc1ncnc(NS(=O)(=O)c2ccc(OC(=O)C(CC(C)C)NC(=O)OC(C)(C)C)cc2)c1OC,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.095377116
exploratory_ester_ultraHTE,1536,25,,1536,A,34,(s)-(+)-ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.1,sulfadoxin,COC1=NC=NC(NS(=O)(C2=CC=C(C=C2)[N+]#N)=O)=C1OC.FB(F)F.[F-],0.1,A34,COc1ncnc(NS(=O)(=O)c2ccc(OC(=O)C(C)c3cccc(C(=O)c4ccccc4)c3)cc2)c1OC,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.214989653
exploratory_ester_ultraHTE,1536,25,,1536,A,35,o-toulic acid,CC1=CC=CC=C1C(=O)O,0.1,sulfadoxin,COC1=NC=NC(NS(=O)(C2=CC=C(C=C2)[N+]#N)=O)=C1OC.FB(F)F.[F-],0.1,A35,COc1ncnc(NS(=O)(=O)c2ccc(OC(=O)c3ccccc3C)cc2)c1OC,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.228273113
exploratory_ester_ultraHTE,1536,25,,1536,A,36,"3,4-(methlenedioxy)phenyl acetic acid",C1OC2=C(O1)C=C(C=C2)CC(=O)O,0.1,sulfadoxin,COC1=NC=NC(NS(=O)(C2=CC=C(C=C2)[N+]#N)=O)=C1OC.FB(F)F.[F-],0.1,A36,COc1ncnc(NS(=O)(=O)c2ccc(OC(=O)Cc3ccc4c(c3)OCO4)cc2)c1OC,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.105213931
exploratory_ester_ultraHTE,1536,25,,1536,A,37,Fmoc-Pro-OH,C1CC(N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,0.1,Fast Red TR,ClC1=CC=C(C(C)=C1)[N+]#N.FB(F)F.[F-],0.1,A37,Cc1cc(Cl)ccc1OC(=O)C1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,,1536,A,38,ampicillin na salt,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],0.1,Fast Red TR,ClC1=CC=C(C(C)=C1)[N+]#N.FB(F)F.[F-],0.1,A38,Cc1cc(Cl)ccc1[O-]C(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,,1536,A,39,n-boc-l-leucine,CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C,0.1,Fast Red TR,ClC1=CC=C(C(C)=C1)[N+]#N.FB(F)F.[F-],0.1,A39,Cc1cc(Cl)ccc1OC(=O)C(CC(C)C)NC(=O)OC(C)(C)C,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,None,None,None,None,None,None,None,None,None,None,Collidine,CC1=CC(C)=CC(C)=N1,0.2,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
